country_code,cellphone,TIENE_HERMANO,PAGO_MATRICULA,PAGO_CLASES,DEBE_MATRICULA,DEBE_CLASES,SALDO_NETO_REAL,SALDO_NETO_PALABRA,HISTORIAL_ASISTENCIA_Y_PAGOS,nombre_estudiante,CUANTAS_CLASES_LLEVAMOS,CUANTAS_CLASES_ASISTIO,CUANTAS_CLASES_ASISTIO_CON_PAGO,CUANTAS_CLASES_ASISTIO_SIN_PAGO,CUANTAS_CLASES_NO_HA_ASISTIDO,ASISTIO_SI_NO_A_LA_ULTIMA_CLASE,ASISTIO_ULTIMOS_3_MESES,COLEGIO,COLEGIO_SLUG,GRUPO,CORREO,CONTRASENA,all_phone_numbers
57,+57 3984781027,NO,6281,150000,15053,190000,-48772,DEBE:48772,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: NO_ASISTIO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: 10000|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 20000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 10000|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 10000|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 10000|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: NO_ASISTIO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: 15000|2024-07-22: NO_ASISTIO|2024-07-29: 15000|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: 20000|2024-08-26: 10000|2024-09-02: 15000|2024-09-09: 20000|2024-09-16: 15000|2024-09-23: 15000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: NO_ASISTIO|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: 10000|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: 10000|2024-11-18: NO_ASISTIO|2024-11-25: NO_ASISTIO,Sofia Martinez,48,34,15,19,14,SI,SI,Academia Futuro,academia-futuro,Grupo 3,sofia.martinez856@mail.com,uLeKgkcm,+57 3984781027;+57 3050285879
57,+57 3712959618,NO,31994,200000,14311,200000,17683,A_FAVOR:17683,2024-01-01: 10000|2024-01-08: NO_ASISTIO|2024-01-15: 10000|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: 20000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: 10000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: 15000|2024-04-22: 10000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: NO_ASISTIO|2024-05-13: 10000|2024-05-20: NO_ASISTIO|2024-05-27: 20000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 20000|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: NO_ASISTIO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 10000|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: NO_ASISTIO|2024-09-02: 10000|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: 10000|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: 10000|2024-10-14: ASISTIO_SIN_PAGO|2024-10-21: 15000|2024-10-28: 20000|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: 15000|2024-11-18: 20000|2024-11-25: NO_ASISTIO|2024-12-02: 15000|2024-12-09: 20000|2024-12-16: ASISTIO_SIN_PAGO|2024-12-23: 15000|2024-12-30: NO_ASISTIO|2025-01-06: NO_ASISTIO|2025-01-13: ASISTIO_SIN_PAGO,Pedro Gomez,55,40,20,20,15,SI,SI,Academia Futuro,academia-futuro,Grupo 4,pedro.gomez865@mail.com,K711a8Hb,+57 3712959618;+57 3613682463
57,+57 3929610910,SI,46586,128000,47714,184000,-57128,DEBE:57128,2024-01-01: NO_ASISTIO|2024-01-08: 8000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 13000|2024-02-05: 8000|2024-02-12: 8000|2024-02-19: 18000|2024-02-26: NO_ASISTIO|2024-03-04: NO_ASISTIO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: NO_ASISTIO|2024-04-08: NO_ASISTIO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: 13000|2024-05-20: NO_ASISTIO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 13000|2024-07-15: 8000|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: 8000|2024-08-12: 8000|2024-08-19: NO_ASISTIO|2024-08-26: ASISTIO_SIN_PAGO|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: 8000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: 8000|2024-10-14: 18000|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: ASISTIO_SIN_PAGO|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: NO_ASISTIO|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: 13000|2024-12-09: 8000|2024-12-16: ASISTIO_SIN_PAGO|2024-12-23: 13000|2024-12-30: NO_ASISTIO,Laura Lopez,53,39,16,23,14,SI,NO,Academia Futuro,academia-futuro,Grupo 2,laura.lopez562@mail.com,gjOMfmvI,+57 3929610910;+57 3905573526
57,+57 3934021216,SI,13507,48000,28248,40000,-6741,DEBE:6741,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: 13000|2024-03-11: 13000|2024-03-18: NO_ASISTIO|2024-03-25: 18000|2024-04-01: NO_ASISTIO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 18000|2024-04-22: 13000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: NO_ASISTIO|2024-05-13: 13000,Andres Lopez,20,11,6,5,9,SI,SI,Academia Futuro,academia-futuro,Grupo 3,andres.lopez353@mail.com,HZKLBaTr,+57 3934021216;+57 3393054992
57,+57 3977104609,NO,35628,100000,44695,80000,10933,A_FAVOR:10933,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: 20000|2024-02-05: 20000|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 20000|2024-03-18: 15000|2024-03-25: NO_ASISTIO|2024-04-01: 15000|2024-04-08: 10000|2024-04-15: 10000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: NO_ASISTIO|2024-06-03: NO_ASISTIO|2024-06-10: NO_ASISTIO|2024-06-17: 10000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: NO_ASISTIO|2024-07-08: NO_ASISTIO|2024-07-15: 10000|2024-07-22: 10000|2024-07-29: ASISTIO_SIN_PAGO,Valentina Perez,31,18,10,8,13,SI,SI,Colegio Nueva Era,colegio-nueva-era,Grupo 3,valentina.perez714@mail.com,u4wmAl1R,+57 3977104609;+57 3352666759
57,+57 3517116663,SI,8474,40000,34855,56000,-42381,DEBE:42381,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 8000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 13000|2024-04-08: 18000|2024-04-15: 13000|2024-04-22: 13000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO,Andres Gomez,20,12,5,7,8,SI,SI,Colegio San José,colegio-san-jose,Grupo 4,andres.gomez214@mail.com,c3X7g9de,+57 3517116663;+57 3298040405
57,+57 3871215333,NO,35978,100000,8991,70000,56987,A_FAVOR:56987,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: 10000|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 15000|2024-02-05: 10000|2024-02-12: 10000|2024-02-19: 10000|2024-02-26: 20000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 15000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: 15000|2024-04-08: NO_ASISTIO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: 20000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 15000,Valentina Perez,21,17,10,7,4,SI,SI,Academia Futuro,academia-futuro,Grupo 2,valentina.perez146@mail.com,aZoSOixd,+57 3871215333;+57 3027843096
57,+57 3099293761,SI,28344,72000,30134,80000,-9790,DEBE:9790,2024-01-01: 13000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 18000|2024-02-05: 18000|2024-02-12: NO_ASISTIO|2024-02-19: 18000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: 18000|2024-03-11: 13000|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: 8000|2024-04-15: NO_ASISTIO|2024-04-22: NO_ASISTIO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: 18000|2024-06-03: NO_ASISTIO|2024-06-10: NO_ASISTIO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: NO_ASISTIO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO|2024-08-12: 13000,Pedro Gomez,33,19,9,10,14,SI,SI,Academia Futuro,academia-futuro,Grupo 1,pedro.gomez72@mail.com,IXQZyPvC,+57 3099293761;+57 3543474449
57,+57 3399085043,NO,14377,190000,28653,150000,25724,A_FAVOR:25724,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 15000|2024-01-29: 15000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: 10000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 10000|2024-03-25: NO_ASISTIO|2024-04-01: 20000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: 20000|2024-05-20: NO_ASISTIO|2024-05-27: 15000|2024-06-03: 10000|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 20000|2024-06-24: NO_ASISTIO|2024-07-01: NO_ASISTIO|2024-07-08: NO_ASISTIO|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: 20000|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: 10000|2024-08-12: 10000|2024-08-19: 10000|2024-08-26: 20000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: NO_ASISTIO|2024-09-16: 15000|2024-09-23: NO_ASISTIO|2024-09-30: NO_ASISTIO|2024-10-07: 15000|2024-10-14: 20000|2024-10-21: NO_ASISTIO|2024-10-28: 15000|2024-11-04: NO_ASISTIO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: 10000|2024-11-25: NO_ASISTIO,Juan Gomez,48,34,19,15,14,SI,NO,Instituto Central,instituto-central,Grupo 3,juan.gomez868@mail.com,3etMexZH,+57 3399085043;+57 3939092024
57,+57 3899897927,SI,47121,144000,12341,128000,50780,A_FAVOR:50780,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 18000|2024-01-22: 8000|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: NO_ASISTIO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: 13000|2024-03-04: NO_ASISTIO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: 8000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: NO_ASISTIO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 8000|2024-05-27: 18000|2024-06-03: NO_ASISTIO|2024-06-10: 18000|2024-06-17: 8000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 8000|2024-07-08: NO_ASISTIO|2024-07-15: 13000|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 18000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: NO_ASISTIO|2024-09-16: 18000|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: NO_ASISTIO|2024-10-21: 18000|2024-10-28: NO_ASISTIO|2024-11-04: 18000|2024-11-11: 8000|2024-11-18: ASISTIO_SIN_PAGO|2024-11-25: NO_ASISTIO|2024-12-02: ASISTIO_SIN_PAGO|2024-12-09: 8000|2024-12-16: NO_ASISTIO|2024-12-23: 13000|2024-12-30: NO_ASISTIO|2025-01-06: 8000,Juan Lopez,54,34,18,16,20,NO,SI,Instituto Central,instituto-central,Grupo 1,juan.lopez382@mail.com,Iu47b1ur,+57 3899897927;+57 3816911033
57,+57 3031010732,NO,426,200000,40413,190000,-29987,DEBE:29987,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 15000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 10000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: NO_ASISTIO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: NO_ASISTIO|2024-05-06: 20000|2024-05-13: NO_ASISTIO|2024-05-20: 10000|2024-05-27: NO_ASISTIO|2024-06-03: NO_ASISTIO|2024-06-10: 20000|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 15000|2024-07-08: NO_ASISTIO|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: 15000|2024-08-12: NO_ASISTIO|2024-08-19: NO_ASISTIO|2024-08-26: 20000|2024-09-02: 15000|2024-09-09: 15000|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: 15000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: NO_ASISTIO|2024-10-21: 20000|2024-10-28: 15000|2024-11-04: 15000|2024-11-11: 20000|2024-11-18: NO_ASISTIO|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: NO_ASISTIO|2024-12-09: 10000|2024-12-16: ASISTIO_SIN_PAGO|2024-12-23: 10000|2024-12-30: NO_ASISTIO|2025-01-06: ASISTIO_SIN_PAGO|2025-01-13: ASISTIO_SIN_PAGO|2025-01-20: 10000|2025-01-27: NO_ASISTIO|2025-02-03: 10000|2025-02-10: 20000,Maria Lopez,59,39,20,19,20,NO,SI,Academia Futuro,academia-futuro,Grupo 3,maria.lopez14@mail.com,My9ZpqE1,+57 3031010732;+57 3457774866
57,+57 3095723554,SI,6368,136000,44101,72000,26267,A_FAVOR:26267,2024-01-01: NO_ASISTIO|2024-01-08: 8000|2024-01-15: NO_ASISTIO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 18000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: 13000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 13000|2024-03-18: 18000|2024-03-25: 18000|2024-04-01: 8000|2024-04-08: NO_ASISTIO|2024-04-15: 18000|2024-04-22: 8000|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: NO_ASISTIO|2024-05-20: NO_ASISTIO|2024-05-27: NO_ASISTIO|2024-06-03: 18000|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 13000|2024-07-15: 8000|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: NO_ASISTIO|2024-08-05: 18000|2024-08-12: NO_ASISTIO|2024-08-19: 18000|2024-08-26: NO_ASISTIO|2024-09-02: NO_ASISTIO|2024-09-09: NO_ASISTIO|2024-09-16: NO_ASISTIO|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: 18000|2024-10-07: 18000|2024-10-14: 8000|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: NO_ASISTIO|2024-11-04: NO_ASISTIO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: NO_ASISTIO|2024-11-25: NO_ASISTIO|2024-12-02: NO_ASISTIO|2024-12-09: NO_ASISTIO|2024-12-16: NO_ASISTIO,Pedro Gomez,51,26,17,9,25,SI,NO,Colegio San José,colegio-san-jose,Grupo 4,pedro.gomez424@mail.com,Vyxh0E68,+57 3095723554;+57 3442900880
57,+57 3192988687,SI,19137,128000,14355,56000,76782,A_FAVOR:76782,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: 8000|2024-01-22: 18000|2024-01-29: 13000|2024-02-05: 8000|2024-02-12: 8000|2024-02-19: NO_ASISTIO|2024-02-26: 8000|2024-03-04: 13000|2024-03-11: 18000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 18000|2024-04-15: 8000|2024-04-22: 8000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: 13000|2024-05-27: 18000|2024-06-03: NO_ASISTIO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: NO_ASISTIO|2024-06-24: NO_ASISTIO|2024-07-01: 8000|2024-07-08: NO_ASISTIO|2024-07-15: 8000|2024-07-22: 13000|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO|2024-08-12: ASISTIO_SIN_PAGO,Carlos Gomez,33,23,16,7,10,SI,NO,Academia Futuro,academia-futuro,Grupo 2,carlos.gomez516@mail.com,LPhF8aiQ,+57 3192988687;+57 3619103154
57,+57 3652386372,NO,16625,180000,36529,210000,-49904,DEBE:49904,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 20000|2024-02-05: 10000|2024-02-12: 20000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 20000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: NO_ASISTIO|2024-03-25: 15000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: NO_ASISTIO|2024-04-29: 10000|2024-05-06: 10000|2024-05-13: NO_ASISTIO|2024-05-20: 20000|2024-05-27: 10000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: NO_ASISTIO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: 15000|2024-07-22: 10000|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: 15000|2024-08-12: NO_ASISTIO|2024-08-19: 10000|2024-08-26: ASISTIO_SIN_PAGO|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: 15000|2024-09-16: 15000|2024-09-23: 20000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 15000|2024-10-21: ASISTIO_SIN_PAGO|2024-10-28: ASISTIO_SIN_PAGO|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: NO_ASISTIO|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: 15000|2024-12-09: NO_ASISTIO|2024-12-16: NO_ASISTIO,Laura Martinez,51,39,18,21,12,SI,SI,Colegio San José,colegio-san-jose,Grupo 1,laura.martinez582@mail.com,EbhvIbaK,+57 3652386372;+57 3923891857
57,+57 3682533737,NO,15017,190000,17366,160000,27651,A_FAVOR:27651,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 10000|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 15000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 15000|2024-03-04: 15000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: 10000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: NO_ASISTIO|2024-04-22: NO_ASISTIO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: NO_ASISTIO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: 20000|2024-06-10: 10000|2024-06-17: 10000|2024-06-24: 20000|2024-07-01: 20000|2024-07-08: 10000|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: NO_ASISTIO|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: 15000|2024-08-19: 10000|2024-08-26: 20000|2024-09-02: 15000|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: 15000|2024-10-21: NO_ASISTIO|2024-10-28: 20000|2024-11-04: ASISTIO_SIN_PAGO|2024-11-11: 15000|2024-11-18: NO_ASISTIO|2024-11-25: NO_ASISTIO|2024-12-02: NO_ASISTIO|2024-12-09: 15000,Andres Martinez,50,35,19,16,15,SI,SI,Colegio San José,colegio-san-jose,Grupo 2,andres.martinez926@mail.com,87nyBMeu,+57 3682533737;+57 3375567851
57,+57 3704175947,NO,38163,120000,37439,60000,60724,A_FAVOR:60724,2024-01-01: 10000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 20000|2024-01-22: 20000|2024-01-29: 15000|2024-02-05: NO_ASISTIO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: 20000|2024-02-26: 15000|2024-03-04: 15000|2024-03-11: 20000|2024-03-18: NO_ASISTIO|2024-03-25: 15000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 20000|2024-04-15: NO_ASISTIO|2024-04-22: 10000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: NO_ASISTIO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 15000,Valentina Rodriguez,24,18,12,6,6,SI,SI,Colegio Nueva Era,colegio-nueva-era,Grupo 3,valentina.rodriguez848@mail.com,prb4IpOY,+57 3704175947;+57 3752195223
57,+57 3356047862,NO,38373,70000,4437,110000,-6064,DEBE:6064,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 15000|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 20000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: 15000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: 20000|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 20000|2024-04-22: 20000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: 10000,Juan Lopez,21,18,7,11,3,NO,SI,Instituto Central,instituto-central,Grupo 1,juan.lopez427@mail.com,3psYH5D1,+57 3356047862;+57 3206852448
